The length of genomes,OptimalSolution,BasicInsert,time2(ms),GreedyScaffoldFilling,time3(ms),LocalSearchScaffoldFilling,time4(ms),SLocalSearchScaffoldFilling(s = 2),time5(ms),SLocalSearchScaffoldFilling(s = 3),time6(ms)
300,227,173,3,215,11,217,283,217,20707,
300,222,148,3,203,8,212,356,212,30383,
300,241,176,2,230,6,230,157,234,30974,
300,234,157,2,223,10,228,503,228,39556,
300,224,143,2,218,8,218,335,218,30796,
300,228,156,2,219,9,227,323,227,24952,
300,229,170,3,213,6,218,197,218,15021,
300,235,161,2,221,7,224,241,224,23568,
300,217,145,2,207,12,212,231,212,21053,
300,229,155,2,215,7,219,390,222,31372,
300,231,155,2,211,7,220,278,220,20774,
300,228,147,1,215,9,225,433,225,30422,
300,225,146,2,218,8,218,277,223,37195,
300,225,142,3,218,8,224,492,224,26962,
300,224,153,2,211,7,214,221,214,20107,
300,228,155,1,219,8,219,236,219,26939,
300,224,150,2,215,7,215,208,217,33590,
300,228,144,3,216,10,219,469,219,27827,
300,228,155,2,216,7,221,281,224,38125,
300,220,153,3,208,6,214,227,214,22066,
300,226,151,2,214,11,218,227,218,21971,
300,230,164,1,229,7,229,144,229,17209,
300,233,165,3,230,7,230,163,230,19412,
300,221,153,1,218,7,218,166,218,17505,
300,231,164,2,215,8,224,298,224,26526,
300,232,166,1,223,7,223,186,226,32212,
300,224,161,2,209,6,211,202,214,21311,
300,224,147,3,222,7,224,239,224,24483,
300,236,164,2,221,7,225,312,225,26653,
300,234,157,1,231,8,231,251,231,30794,
300,231,167,3,221,7,224,249,224,32677,
300,230,156,3,208,9,215,463,219,53965,
300,226,147,1,216,8,223,638,223,40559,
300,229,146,1,222,8,225,408,225,25755,
300,225,150,1,213,8,218,342,223,48465,
300,226,142,2,224,9,224,288,224,32559,
300,234,157,3,219,8,230,430,230,35236,
300,231,152,1,214,8,214,327,218,57234,
300,225,150,2,219,8,222,300,222,28565,
300,226,145,1,221,8,221,307,221,38940,
300,231,157,2,221,7,223,328,223,28325,
300,232,158,2,218,8,223,546,223,32394,
300,234,151,6,221,9,231,411,231,34417,
300,234,156,2,227,9,228,332,228,38949,
300,228,163,1,215,7,221,319,221,24592,
300,229,178,2,217,5,222,198,222,12767,
300,234,156,2,217,8,222,457,222,34834,
300,232,159,2,223,9,225,369,225,32782,
300,230,157,2,217,7,221,585,221,23768,
300,228,152,1,219,8,225,435,225,30856,
300,229,159,2,212,8,221,309,223,29606,
300,234,155,1,221,10,228,448,232,42763,
300,228,147,1,225,7,225,232,225,28131,
300,229,156,1,216,9,218,401,218,35677,
300,232,161,4,220,7,221,359,221,33439,
300,229,149,2,217,7,228,476,228,33155,
300,230,150,2,214,8,222,519,222,34100,
300,227,153,1,212,7,219,272,222,28586,
300,237,166,2,214,7,223,373,227,32469,
300,230,149,2,228,9,228,305,228,39521,
300,236,149,1,224,10,233,628,233,42909,
300,231,162,2,223,7,223,226,223,29118,
300,229,158,1,217,6,217,177,217,17127,
300,232,152,1,220,7,220,211,220,25556,
300,224,153,2,210,7,216,372,216,27644,
300,227,155,1,216,10,216,193,221,34735,
300,235,154,2,224,7,227,217,230,34676,
