The length of genomes,OptimalSolution,BasicInsert,time2(ms),GreedyScaffoldFilling,time3(ms),LocalSearchScaffoldFilling,time4(ms),SLocalSearchScaffoldFilling(s = 2),time5(ms),SLocalSearchScaffoldFilling(s = 3),time6(ms)
400,314,220,5,284,19,298,5733,298,248023,
400,307,222,3,286,13,290,1168,297,127294,
400,307,200,2,287,17,303,2339,303,155052,
400,306,204,2,278,17,294,2023,294,208777,
400,297,208,3,288,14,291,771,291,128180,
400,315,239,5,296,14,305,917,305,170809,
400,309,207,3,294,20,303,3277,306,367818,
400,303,217,3,297,14,297,734,300,237779,
400,307,214,3,293,14,298,1218,298,161216,
400,308,209,2,291,19,302,1849,305,377761,
400,302,205,3,295,18,298,1693,298,193729,
400,306,221,3,284,13,288,886,291,189270,
400,303,205,2,290,17,293,1089,296,313047,
400,310,222,3,285,12,292,1138,292,135300,
400,307,223,2,287,13,290,854,294,227813,
400,306,213,2,290,16,297,1613,297,172164,
400,306,212,2,283,21,291,1352,293,405573,
400,305,207,3,284,16,298,1974,298,181653,
400,306,225,3,291,11,295,728,295,101605,
400,305,198,3,286,19,290,2195,296,476250,
400,304,215,4,290,13,292,826,292,132690,
400,312,211,2,281,15,299,1499,299,148144,
400,319,231,2,296,14,307,1933,307,166835,
400,306,211,2,293,15,300,1384,300,183382,
400,298,212,2,282,13,292,1205,292,104885,
400,306,224,3,295,11,296,951,296,161360,
400,308,216,3,290,16,295,1910,298,252791,
400,304,206,2,281,19,295,3137,300,349348,
