The length of genomes,OptimalSolution,BasicInsert,time2(ms),GreedyScaffoldFilling,time3(ms),LocalSearchScaffoldFilling,time4(ms),SLocalSearchScaffoldFilling(s = 2),time5(ms),SLocalSearchScaffoldFilling(s = 3),time6(ms)
500,388,285,6,375,56,381,6811,381,681921,
500,384,269,4,368,33,370,8220,372,2056347,
500,391,286,5,371,26,379,3845,379,651475,
500,389,298,3,365,23,372,2113,372,479568,
500,401,301,3,367,21,379,2611,382,760942,
500,383,285,4,362,24,372,4202,372,651262,
500,394,290,4,364,23,371,4096,378,1449549,
500,386,284,4,364,23,365,2105,368,433417,
500,391,291,3,363,23,371,3724,374,714750,
500,392,289,3,357,24,369,8916,369,651499,
500,377,278,5,361,27,370,3433,370,787263,
500,394,284,4,367,25,379,6519,382,950422,
500,394,292,3,370,26,378,3194,385,1276457,
500,391,279,3,355,26,369,12566,369,815232,
500,379,279,4,357,22,369,4267,372,654306,
500,381,281,4,360,19,364,3014,364,366817,
500,376,265,3,355,29,367,4478,367,856645,
500,386,278,3,363,26,376,5747,376,708287,
500,385,284,5,362,21,371,2536,371,521829,
500,382,270,4,357,27,374,4119,374,562327,
500,385,268,3,355,26,366,6586,369,1373589,
500,379,254,3,362,29,359,6088,359,764183,
500,378,276,8,349,30,368,5283,371,1582574,
