The length of genomes,OptimalSolution,BasicInsert,time2(ms),GreedyScaffoldFilling,time3(ms),LocalSearchScaffoldFilling,time4(ms),SLocalSearchScaffoldFilling(s = 2),time5(ms),SLocalSearchScaffoldFilling(s = 3),time6(ms)
200,149,96,2,140,4,142,38,142,3103,
200,147,87,2,147,7,147,58,147,3259,
200,144,89,1,144,3,144,40,144,2106,
200,150,99,1,147,7,147,49,147,2947,
200,151,105,1,149,3,149,45,149,3215,
200,149,99,1,146,3,149,46,149,1993,
200,148,102,1,142,3,143,27,143,1442,
200,151,94,1,146,6,151,54,151,3315,
200,152,103,1,147,5,152,132,152,4876,
200,152,98,1,152,4,152,42,152,2961,
200,149,101,1,144,3,149,66,149,2272,
200,155,110,1,145,4,146,54,150,3425,
200,157,111,1,155,5,155,56,155,3986,
200,154,100,1,149,5,154,56,154,3335,
200,142,82,1,138,4,142,59,142,2177,
200,149,97,1,145,3,149,48,149,2420,
200,153,97,1,145,5,148,45,148,2443,
200,149,97,1,145,6,149,59,149,2854,
200,143,90,1,143,3,143,48,143,3348,
200,154,97,1,146,3,150,55,154,5477,
200,148,91,1,145,5,145,35,145,2208,
200,150,98,1,145,4,148,55,148,2337,
200,146,91,1,139,4,146,61,146,2860,
200,147,94,1,136,3,143,40,143,1873,
200,153,108,1,141,3,146,61,146,1761,
200,151,89,1,151,4,151,43,151,2754,
200,145,96,1,145,4,145,49,145,2361,
200,149,93,1,143,4,149,79,149,3284,
200,148,104,1,146,4,146,39,146,2525,
200,139,93,1,136,4,136,38,136,1694,
200,146,93,1,141,3,143,47,143,2400,
200,145,93,1,138,3,140,40,143,3442,
200,142,91,1,138,3,142,30,142,1329,
200,147,90,0,143,3,147,38,147,1906,
200,149,92,1,147,4,149,67,149,3503,
200,152,94,1,150,3,150,41,150,2689,
200,146,91,1,146,7,146,52,146,2982,
200,150,101,1,146,3,150,45,150,2656,
200,149,98,1,144,4,149,61,149,2790,
200,152,91,0,149,4,149,48,152,4017,
200,149,98,1,146,3,149,43,149,2615,
200,151,104,1,145,4,148,37,148,2272,
200,154,106,0,152,3,152,27,152,1760,
200,150,104,1,139,4,143,51,147,3115,
200,143,91,1,143,3,143,29,143,1130,
200,149,96,1,149,5,149,70,149,3745,
200,152,103,3,143,3,147,50,147,2282,
200,152,104,1,143,6,143,35,143,1912,
200,152,98,1,145,4,152,62,152,3551,
200,149,90,4,142,4,145,50,145,2386,
200,144,94,1,144,4,144,34,144,1972,
200,145,87,0,137,5,141,46,145,3211,
200,151,90,1,148,3,148,50,148,3209,
200,159,108,1,148,3,151,53,151,2349,
200,149,91,1,144,4,149,64,149,3780,
200,149,90,1,149,4,149,60,149,4011,
200,148,96,1,141,4,141,29,141,1634,
200,145,100,1,145,3,145,37,145,2270,
200,149,100,1,145,4,145,40,145,1774,
200,145,90,1,145,5,145,36,145,1620,
200,146,100,2,139,3,146,49,146,2457,
200,147,91,1,143,4,143,39,143,2331,
200,148,91,1,148,4,148,40,148,2452,
200,155,106,2,150,3,150,42,150,2666,
200,150,100,1,144,5,148,75,148,2870,
200,150,96,1,139,4,143,53,143,3197,
200,149,93,1,143,4,149,57,149,2836,
200,144,96,2,144,4,144,39,144,2396,
200,148,90,1,145,5,148,55,148,2285,
200,149,109,1,149,3,149,27,149,1469,
200,152,99,1,140,3,143,52,149,5970,
200,150,90,1,150,4,150,52,150,2843,
200,145,100,0,145,3,145,46,145,2167,
200,146,105,0,146,3,146,28,146,1630,
200,146,94,0,142,3,142,28,142,1662,
200,146,99,1,140,3,140,30,140,1780,
200,153,111,1,144,4,147,34,147,1675,
200,146,109,2,141,3,146,59,146,1823,
200,152,101,1,143,3,147,47,150,3393,
200,149,93,1,146,6,149,81,149,4438,
200,154,104,1,153,4,153,43,153,3004,
200,151,88,1,151,5,151,86,151,5624,
200,150,96,1,143,6,147,38,150,2447,
200,146,98,1,140,4,143,41,143,2282,
200,150,103,2,148,3,147,45,147,2181,
200,149,87,1,145,4,145,45,149,3411,
200,156,91,1,150,5,153,107,156,10299,
200,152,95,1,147,3,147,35,147,1712,
200,147,97,1,145,3,145,34,145,1722,
200,151,99,1,142,3,151,55,151,2066,
200,152,108,1,146,4,146,44,150,5316,
200,152,100,1,140,4,150,71,150,4393,
200,156,102,1,153,3,153,48,153,3216,
200,151,101,2,147,4,147,47,151,4970,
200,147,94,1,144,6,147,36,147,1773,
200,152,102,1,148,4,152,38,152,2374,
200,152,112,1,141,3,141,34,141,1491,
200,146,96,1,135,4,143,67,143,3328,
200,151,95,1,148,3,148,41,148,2361,
200,147,96,1,142,3,147,48,147,2410,
200,153,96,1,144,4,144,44,144,2320,
200,155,107,1,143,4,153,55,153,2459,
200,146,101,1,144,6,144,35,144,1544,
200,144,101,1,142,4,142,42,142,1990,
200,145,94,1,145,4,145,35,145,1627,
200,155,97,1,150,3,150,43,150,2654,
200,147,101,1,139,3,141,33,147,2194,
